DateTime,Junction,Vehicles,ID,hour,day_of_week,day_of_month,month,year,week_of_year,quarter,is_weekend,is_rush_hour,is_night,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,lag_1h,lag_2h,lag_24h,lag_168h,rolling_mean_3h,rolling_mean_24h,rolling_std_24h,rolling_mean_7d
2015-11-01 00:00:00,1,15.0,20151101001,0,6,1,11,2015,44,4,1,0,True,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,,,,,,,,
2015-11-01 01:00:00,1,13.0,20151101011,1,6,1,11,2015,44,4,1,0,True,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,15.0,,,,,,,
2015-11-01 02:00:00,1,10.0,20151101021,2,6,1,11,2015,44,4,1,0,True,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,13.0,15.0,,,12.666666666666666,,,
2015-11-01 03:00:00,1,7.0,20151101031,3,6,1,11,2015,44,4,1,0,True,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,10.0,13.0,,,10.0,,,
2015-11-01 04:00:00,1,9.0,20151101041,4,6,1,11,2015,44,4,1,0,True,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,7.0,10.0,,,8.666666666666666,,,
2015-11-01 05:00:00,1,6.0,20151101051,5,6,1,11,2015,44,4,1,0,True,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,9.0,7.0,,,7.333333333333333,,,
2015-11-01 06:00:00,1,9.0,20151101061,6,6,1,11,2015,44,4,1,0,False,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,6.0,9.0,,,8.0,,,
2015-11-01 07:00:00,1,8.0,20151101071,7,6,1,11,2015,44,4,1,1,False,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,9.0,6.0,,,7.666666666666667,,,
2015-11-01 08:00:00,1,11.0,20151101081,8,6,1,11,2015,44,4,1,1,False,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,8.0,9.0,,,9.333333333333334,,,
2015-11-01 09:00:00,1,12.0,20151101091,9,6,1,11,2015,44,4,1,1,False,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,11.0,8.0,,,10.333333333333334,,,
2015-11-01 10:00:00,1,15.0,20151101101,10,6,1,11,2015,44,4,1,0,False,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.0,11.0,,,12.666666666666666,,,
2015-11-01 11:00:00,1,17.0,20151101111,11,6,1,11,2015,44,4,1,0,False,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,15.0,12.0,,,14.666666666666666,,,
2015-11-01 12:00:00,1,16.0,20151101121,12,6,1,11,2015,44,4,1,0,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,17.0,15.0,,,16.0,,,
2015-11-01 13:00:00,1,15.0,20151101131,13,6,1,11,2015,44,4,1,0,False,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,16.0,17.0,,,16.0,,,
2015-11-01 14:00:00,1,16.0,20151101141,14,6,1,11,2015,44,4,1,0,False,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,15.0,16.0,,,15.666666666666666,,,
2015-11-01 15:00:00,1,12.0,20151101151,15,6,1,11,2015,44,4,1,0,False,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,16.0,15.0,,,14.333333333333334,,,
2015-11-01 16:00:00,1,12.0,20151101161,16,6,1,11,2015,44,4,1,1,False,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.0,16.0,,,13.333333333333334,,,
2015-11-01 17:00:00,1,16.0,20151101171,17,6,1,11,2015,44,4,1,1,False,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,12.0,12.0,,,13.333333333333334,,,
2015-11-01 18:00:00,1,17.0,20151101181,18,6,1,11,2015,44,4,1,1,False,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,16.0,12.0,,,15.0,,,
2015-11-01 19:00:00,1,20.0,20151101191,19,6,1,11,2015,44,4,1,1,False,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,17.0,16.0,,,17.666666666666668,,,
2015-11-01 20:00:00,1,17.0,20151101201,20,6,1,11,2015,44,4,1,0,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,20.0,17.0,,,18.0,,,
2015-11-01 21:00:00,1,19.0,20151101211,21,6,1,11,2015,44,4,1,0,False,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,17.0,20.0,,,18.666666666666668,,,
2015-11-01 22:00:00,1,20.0,20151101221,22,6,1,11,2015,44,4,1,0,True,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,19.0,17.0,,,18.666666666666668,,,
2015-11-01 23:00:00,1,15.0,20151101231,23,6,1,11,2015,44,4,1,0,True,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,20.0,19.0,,,18.0,13.625,4.0304547159584,
2015-11-02 00:00:00,1,14.0,20151102001,0,0,2,11,2015,45,4,0,0,True,0.0,1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,15.0,20.0,15.0,,16.333333333333332,13.583333333333334,4.02077936060494,
2015-11-02 01:00:00,1,12.0,20151102011,1,0,2,11,2015,45,4,0,0,True,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.5000000000000004,0.8660254037844384,14.0,15.0,13.0,,13.666666666666666,13.541666666666666,4.032252220659627,
2015-11-02 02:00:00,1,14.0,20151102021,2,0,2,11,2015,45,4,0,0,True,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.0,14.0,10.0,,13.333333333333334,13.708333333333334,3.9615452262608524,
2015-11-02 03:00:00,1,12.0,20151102031,3,0,2,11,2015,45,4,0,0,True,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.5000000000000004,0.8660254037844384,14.0,12.0,7.0,,12.666666666666666,13.916666666666666,3.7173701160511508,
2015-11-02 04:00:00,1,12.0,20151102041,4,0,2,11,2015,45,4,0,0,True,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.0,14.0,9.0,,12.666666666666666,14.041666666666666,3.5932202665656297,
2015-11-02 05:00:00,1,11.0,20151102051,5,0,2,11,2015,45,4,0,0,True,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.0,12.0,6.0,,11.666666666666666,14.25,3.2336545485147976,
2015-11-02 06:00:00,1,13.0,20151102061,6,0,2,11,2015,45,4,0,0,False,1.0,6.123233995736766e-17,0.0,1.0,-0.5000000000000004,0.8660254037844384,11.0,12.0,9.0,,12.0,14.416666666666666,3.049114863247262,
2015-11-02 07:00:00,1,14.0,20151102071,7,0,2,11,2015,45,4,0,1,False,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,13.0,11.0,8.0,,12.666666666666666,14.666666666666666,2.729336066210764,
2015-11-02 08:00:00,1,12.0,20151102081,8,0,2,11,2015,45,4,0,1,False,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.5000000000000004,0.8660254037844384,14.0,13.0,11.0,,13.0,14.708333333333334,2.678077939357884,
2015-11-02 09:00:00,1,22.0,20151102091,9,0,2,11,2015,45,4,0,1,False,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.5000000000000004,0.8660254037844384,12.0,14.0,12.0,,16.0,15.125,2.99728137687704,
2015-11-02 10:00:00,1,32.0,20151102101,10,0,2,11,2015,45,4,0,0,False,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,22.0,12.0,15.0,,22.0,15.833333333333334,4.565148377670209,
2015-11-02 11:00:00,1,31.0,20151102111,11,0,2,11,2015,45,4,0,0,False,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.5000000000000004,0.8660254037844384,32.0,22.0,17.0,,28.333333333333332,16.416666666666668,5.516116045904408,
2015-11-02 12:00:00,1,35.0,20151102121,12,0,2,11,2015,45,4,0,0,False,1.2246467991473532e-16,-1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,31.0,32.0,16.0,,32.666666666666664,17.208333333333332,6.691845567662877,
2015-11-02 13:00:00,1,26.0,20151102131,13,0,2,11,2015,45,4,0,0,False,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.5000000000000004,0.8660254037844384,35.0,31.0,15.0,,30.666666666666668,17.666666666666668,6.907253066707218,
2015-11-02 14:00:00,1,34.0,20151102141,14,0,2,11,2015,45,4,0,0,False,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.5000000000000004,0.8660254037844384,26.0,35.0,16.0,,31.666666666666668,18.416666666666668,7.655158344238371,
2015-11-02 15:00:00,1,30.0,20151102151,15,0,2,11,2015,45,4,0,0,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.5000000000000004,0.8660254037844384,34.0,26.0,12.0,,30.0,19.166666666666668,7.877688177028386,
2015-11-02 16:00:00,1,27.0,20151102161,16,0,2,11,2015,45,4,0,1,False,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,30.0,34.0,12.0,,30.333333333333332,19.791666666666668,7.879412727325324,
2015-11-02 17:00:00,1,27.0,20151102171,17,0,2,11,2015,45,4,0,1,False,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,27.0,30.0,16.0,,28.0,20.25,7.9686887252546175,
2015-11-02 18:00:00,1,24.0,20151102181,18,0,2,11,2015,45,4,0,1,False,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.5000000000000004,0.8660254037844384,27.0,27.0,17.0,,26.0,20.541666666666668,7.972666166164335,
2015-11-02 19:00:00,1,26.0,20151102191,19,0,2,11,2015,45,4,0,1,False,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.5000000000000004,0.8660254037844384,24.0,27.0,20.0,,25.666666666666668,20.791666666666668,8.04865188099531,
2015-11-02 20:00:00,1,29.0,20151102201,20,0,2,11,2015,45,4,0,0,False,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,26.0,24.0,17.0,,26.333333333333332,21.291666666666668,8.17461163373031,
2015-11-02 21:00:00,1,32.0,20151102211,21,0,2,11,2015,45,4,0,0,False,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.5000000000000004,0.8660254037844384,29.0,26.0,19.0,,29.0,21.833333333333332,8.442473708507517,
2015-11-02 22:00:00,1,30.0,20151102221,22,0,2,11,2015,45,4,0,0,True,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.5000000000000004,0.8660254037844384,32.0,29.0,20.0,,30.333333333333332,22.25,8.59347578613896,
2015-11-02 23:00:00,1,27.0,20151102231,23,0,2,11,2015,45,4,0,0,True,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.5000000000000004,0.8660254037844384,30.0,32.0,15.0,,29.666666666666668,22.75,8.501917942185298,
2015-11-03 00:00:00,1,21.0,20151103001,0,1,3,11,2015,45,4,0,0,True,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,27.0,30.0,14.0,,26.0,23.041666666666668,8.306514817045546,
2015-11-03 01:00:00,1,18.0,20151103011,1,1,3,11,2015,45,4,0,0,True,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,21.0,27.0,12.0,,22.0,23.291666666666668,8.04595046222507,
2015-11-03 02:00:00,1,19.0,20151103021,2,1,3,11,2015,45,4,0,0,True,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,18.0,21.0,14.0,,19.333333333333332,23.5,7.857425178439991,
2015-11-03 03:00:00,1,13.0,20151103031,3,1,3,11,2015,45,4,0,0,True,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,19.0,18.0,12.0,,16.666666666666668,23.541666666666668,7.796204018716377,
2015-11-03 04:00:00,1,11.0,20151103041,4,1,3,11,2015,45,4,0,0,True,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,13.0,19.0,12.0,,14.333333333333334,23.5,7.8629566294442865,
2015-11-03 05:00:00,1,11.0,20151103051,5,1,3,11,2015,45,4,0,0,True,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,11.0,13.0,11.0,,11.666666666666666,23.5,7.8629566294442865,
2015-11-03 06:00:00,1,11.0,20151103061,6,1,3,11,2015,45,4,0,0,False,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,11.0,11.0,13.0,,11.0,23.416666666666668,7.988669512485184,
2015-11-03 07:00:00,1,14.0,20151103071,7,1,3,11,2015,45,4,0,1,False,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,11.0,11.0,14.0,,12.0,23.416666666666668,7.988669512485184,
2015-11-03 08:00:00,1,15.0,20151103081,8,1,3,11,2015,45,4,0,1,False,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,14.0,11.0,12.0,,13.333333333333334,23.541666666666668,7.824038580563433,
2015-11-03 09:00:00,1,29.0,20151103091,9,1,3,11,2015,45,4,0,1,False,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,15.0,14.0,22.0,,19.333333333333332,23.833333333333332,7.8942283080558475,
2015-11-03 10:00:00,1,33.0,20151103101,10,1,3,11,2015,45,4,0,0,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,29.0,15.0,32.0,,25.666666666666668,23.875,7.941703354691182,
2015-11-03 11:00:00,1,32.0,20151103111,11,1,3,11,2015,45,4,0,0,False,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,33.0,29.0,31.0,,31.333333333333332,23.916666666666668,7.9832251664331215,
2015-11-03 12:00:00,1,32.0,20151103121,12,1,3,11,2015,45,4,0,0,False,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,32.0,33.0,35.0,,32.333333333333336,23.791666666666668,7.824038580563433,
2015-11-03 13:00:00,1,29.0,20151103131,13,1,3,11,2015,45,4,0,0,False,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,32.0,32.0,26.0,,31.0,23.916666666666668,7.884584115009922,
2015-11-03 14:00:00,1,27.0,20151103141,14,1,3,11,2015,45,4,0,0,False,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,29.0,32.0,34.0,,29.333333333333332,23.625,7.620410236589181,
2015-11-03 15:00:00,1,26.0,20151103151,15,1,3,11,2015,45,4,0,0,False,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,27.0,29.0,30.0,,27.333333333333332,23.458333333333332,7.51797363231822,
2015-11-03 16:00:00,1,28.0,20151103161,16,1,3,11,2015,45,4,0,1,False,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,26.0,27.0,27.0,,27.0,23.5,7.541191233312641,
2015-11-03 17:00:00,1,26.0,20151103171,17,1,3,11,2015,45,4,0,1,False,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,28.0,26.0,27.0,,26.666666666666668,23.458333333333332,7.523754651633128,
2015-11-03 18:00:00,1,25.0,20151103181,18,1,3,11,2015,45,4,0,1,False,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,26.0,28.0,24.0,,26.333333333333332,23.5,7.529651530709317,
2015-11-03 19:00:00,1,29.0,20151103191,19,1,3,11,2015,45,4,0,1,False,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,25.0,26.0,26.0,,26.666666666666668,23.625,7.5975539541984585,
2015-11-03 20:00:00,1,26.0,20151103201,20,1,3,11,2015,45,4,0,0,False,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,29.0,25.0,29.0,,26.666666666666668,23.5,7.529651530709317,
2015-11-03 21:00:00,1,24.0,20151103211,21,1,3,11,2015,45,4,0,0,False,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,26.0,29.0,32.0,,26.333333333333332,23.166666666666668,7.310901132030096,
2015-11-03 22:00:00,1,25.0,20151103221,22,1,3,11,2015,45,4,0,0,True,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,24.0,26.0,30.0,,25.0,22.958333333333332,7.177738330158879,
2015-11-03 23:00:00,1,20.0,20151103231,23,1,3,11,2015,45,4,0,0,True,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,25.0,24.0,27.0,,23.0,22.666666666666668,7.148527769783257,
2015-11-04 00:00:00,1,18.0,20151104001,0,2,4,11,2015,45,4,0,0,True,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,20.0,25.0,21.0,,21.0,22.541666666666668,7.204944960515524,
2015-11-04 01:00:00,1,18.0,20151104011,1,2,4,11,2015,45,4,0,0,True,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,18.0,20.0,18.0,,18.666666666666668,22.541666666666668,7.204944960515524,
2015-11-04 02:00:00,1,13.0,20151104021,2,2,4,11,2015,45,4,0,0,True,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,18.0,18.0,19.0,,16.333333333333332,22.291666666666668,7.433643653755173,
2015-11-04 03:00:00,1,13.0,20151104031,3,2,4,11,2015,45,4,0,0,True,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,13.0,18.0,13.0,,14.666666666666666,22.291666666666668,7.433643653755173,
2015-11-04 04:00:00,1,10.0,20151104041,4,2,4,11,2015,45,4,0,0,True,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,13.0,13.0,11.0,,12.0,22.25,7.5021735980749105,
2015-11-04 05:00:00,1,12.0,20151104051,5,2,4,11,2015,45,4,0,0,True,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,10.0,13.0,11.0,,11.666666666666666,22.291666666666668,7.43949020382134,
2015-11-04 06:00:00,1,13.0,20151104061,6,2,4,11,2015,45,4,0,0,False,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,12.0,10.0,11.0,,11.666666666666666,22.375,7.31771228209188,
2015-11-04 07:00:00,1,11.0,20151104071,7,2,4,11,2015,45,4,0,1,False,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,13.0,12.0,14.0,,12.0,22.25,7.490573786578301,
2015-11-04 08:00:00,1,13.0,20151104081,8,2,4,11,2015,45,4,0,1,False,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,11.0,13.0,15.0,,12.333333333333334,22.166666666666668,7.585264127507891,
2015-11-04 09:00:00,1,22.0,20151104091,9,2,4,11,2015,45,4,0,1,False,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,13.0,11.0,29.0,,15.333333333333334,21.875,7.444358821340468,
2015-11-04 10:00:00,1,26.0,20151104101,10,2,4,11,2015,45,4,0,0,False,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,22.0,13.0,33.0,,20.333333333333332,21.583333333333332,7.11957904634126,
2015-11-04 11:00:00,1,27.0,20151104111,11,2,4,11,2015,45,4,0,0,False,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,26.0,22.0,32.0,,25.0,21.375,6.870304720790905,
2015-11-04 12:00:00,1,31.0,20151104121,12,2,4,11,2015,45,4,0,0,False,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,27.0,26.0,32.0,,28.0,21.333333333333332,6.805794632495914,
2015-11-04 13:00:00,1,24.0,20151104131,13,2,4,11,2015,45,4,0,0,False,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,31.0,27.0,29.0,,27.333333333333332,21.125,6.635297575319703,
2015-11-04 14:00:00,1,23.0,20151104141,14,2,4,11,2015,45,4,0,0,False,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,24.0,31.0,27.0,,26.0,20.958333333333332,6.530724486520667,
2015-11-04 15:00:00,1,26.0,20151104151,15,2,4,11,2015,45,4,0,0,False,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,23.0,24.0,26.0,,24.333333333333332,20.958333333333332,6.530724486520667,
2015-11-04 16:00:00,1,26.0,20151104161,16,2,4,11,2015,45,4,0,1,False,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,26.0,23.0,28.0,,25.0,20.875,6.44921633257467,
2015-11-04 17:00:00,1,24.0,20151104171,17,2,4,11,2015,45,4,0,1,False,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,26.0,26.0,26.0,,25.333333333333332,20.791666666666668,6.392789189640814,
2015-11-04 18:00:00,1,23.0,20151104181,18,2,4,11,2015,45,4,0,1,False,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,24.0,26.0,25.0,,24.333333333333332,20.708333333333332,6.3484278551373725,
2015-11-04 19:00:00,1,25.0,20151104191,19,2,4,11,2015,45,4,0,1,False,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,23.0,24.0,29.0,,24.0,20.541666666666668,6.171316304285195,
2015-11-04 20:00:00,1,26.0,20151104201,20,2,4,11,2015,45,4,0,0,False,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,25.0,23.0,26.0,,24.666666666666668,20.541666666666668,6.171316304285195,
